gefahr_id,Climate change,Technological innovations and scientific advances,Urbanization and urban agriculture,Circular economy,Microbiomes and food safety,New foods and food production systems,Consumer behaviour and consumption trends,Microbial evolution and antibiotic resistance,Society,Technology,Ecology,Economy,Policy
1,2,0,0,0,3,0,3,12,0,0,1,1,1
2,1,2,0,0,0,0,0,1,0,0,0,1,0
4,0,0,0,0,0,0,1,0,0,0,0,0,0
7,1,1,0,0,0,0,0,1,0,0,0,1,0
8,0,0,0,0,0,0,0,0,0,0,1,0,0
9,0,0,0,0,1,0,2,2,0,0,1,1,1
10,0,0,0,0,0,0,0,1,0,0,0,0,0
18,0,0,0,0,0,0,0,4,0,0,0,0,0
19,1,1,1,0,1,0,3,7,0,0,3,0,0
20,0,0,0,0,0,0,1,1,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,1,0,0
26,0,1,0,0,7,5,7,11,2,0,2,3,1
31,0,0,0,0,0,0,0,2,0,0,0,0,0
35,1,0,0,0,0,0,0,0,0,0,3,0,0
37,0,1,0,0,0,0,0,0,0,0,1,0,0
41,0,0,0,0,0,0,0,1,0,0,0,0,0
42,0,0,0,0,0,0,0,0,0,0,1,0,0
43,0,0,0,0,0,0,1,0,0,0,0,0,0
45,0,1,0,0,0,0,1,0,0,0,0,0,0
46,1,0,0,0,0,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,2,0,1,0,0,0,0
58,0,1,0,0,0,0,0,0,0,0,0,0,0
59,0,0,0,0,0,0,0,1,0,0,1,0,0
61,0,0,0,0,0,0,0,0,0,0,1,0,0
63,0,0,0,0,0,0,0,9,0,0,1,1,1
66,0,0,0,0,0,0,2,0,0,0,0,0,0
69,0,0,0,0,0,0,1,0,0,0,0,0,0
79,0,0,0,0,0,0,3,0,0,0,0,0,0
80,0,0,0,0,0,0,3,0,0,0,0,1,2
81,0,0,0,0,0,1,0,0,0,0,0,0,0
86,1,0,0,0,1,0,2,3,0,0,3,1,1
87,1,1,0,0,2,0,0,5,0,0,1,0,0
88,0,0,0,0,0,0,0,3,0,0,0,0,0
89,1,1,0,0,0,0,1,0,0,0,0,1,0
90,0,0,0,0,1,0,0,0,0,0,0,0,1
91,1,1,4,1,0,1,0,1,1,0,6,2,3
93,5,5,2,2,5,1,6,19,2,1,5,2,3
94,0,0,0,0,1,1,0,6,0,0,0,0,1
95,0,0,0,0,0,0,0,1,0,0,0,0,0
96,0,1,0,0,0,0,0,0,0,0,0,0,0
99,4,0,0,0,1,1,1,8,0,0,5,1,1
101,0,0,0,0,1,0,1,0,0,0,1,1,1
102,1,2,1,0,0,3,4,0,0,0,5,1,1
103,0,0,0,0,0,1,0,0,0,0,0,0,0
106,0,0,0,0,0,0,1,1,0,0,0,1,0
109,3,2,1,0,1,0,2,0,0,0,3,1,1
111,9,4,1,0,3,3,7,1,0,0,8,1,0
112,0,0,0,0,1,0,1,1,0,0,1,1,1
114,2,0,0,1,1,0,0,5,1,0,0,0,1
115,0,0,0,0,0,0,1,0,0,0,0,0,0
118,0,0,0,0,0,0,1,1,0,0,0,0,0
119,2,1,1,0,1,1,2,2,0,0,4,0,0
122,0,0,0,0,0,0,1,0,0,0,0,0,0
124,0,1,0,0,0,0,1,0,1,0,0,0,0
125,4,4,1,0,2,1,6,3,3,5,13,2,2
126,1,2,2,0,1,0,0,0,3,1,18,0,3
127,0,0,1,0,0,0,0,0,0,0,1,0,0
128,3,0,0,0,0,1,3,0,0,0,7,0,2
129,1,0,0,1,0,0,0,1,1,0,0,0,1
130,0,0,0,1,0,0,0,0,0,1,1,0,0
137,3,0,0,0,0,0,0,0,0,0,2,0,0
144,0,1,0,0,0,0,0,1,0,0,0,0,0
145,0,0,0,0,0,0,0,0,1,0,0,0,0
148,0,0,0,0,0,0,0,0,0,0,1,0,1
150,0,0,0,0,0,1,0,0,1,0,1,0,1
156,0,0,0,0,1,0,0,0,0,0,0,0,0
164,0,0,0,0,0,0,0,0,0,0,1,0,0
165,1,3,1,0,0,4,5,0,0,0,6,1,0
166,0,1,0,1,0,0,3,0,1,0,3,1,0
167,1,0,1,0,0,0,1,0,0,0,5,0,0
172,0,1,0,0,0,0,0,0,0,0,1,0,0
176,1,1,0,0,2,0,1,2,0,0,1,2,1
178,0,0,0,0,0,0,1,0,0,0,0,0,0
180,0,1,0,0,0,1,0,0,0,0,0,0,0
181,1,0,0,1,1,0,0,8,1,0,0,0,1
187,1,2,0,0,0,0,3,0,1,0,4,0,3
189,0,1,0,0,0,0,0,0,0,0,0,0,0
193,0,0,0,0,0,0,0,1,0,0,0,0,0
197,0,0,0,0,0,0,1,0,0,0,1,0,0
199,0,0,0,0,0,0,0,0,0,0,1,0,0
200,0,0,0,0,0,0,0,0,0,0,1,0,0
203,1,1,0,0,0,0,0,0,0,0,1,0,0
210,0,0,0,0,0,0,1,0,0,0,1,0,0
218,0,0,0,0,0,0,0,1,0,0,1,0,0
225,0,0,0,0,0,0,1,0,0,0,1,0,0
226,0,0,0,0,1,0,1,0,0,0,1,1,1
227,0,0,0,0,0,0,1,0,0,0,0,0,0
228,0,0,0,0,1,0,0,0,0,0,0,0,0
230,0,1,0,0,0,0,1,0,0,0,1,0,0
231,0,0,0,0,1,0,0,0,0,0,0,0,0
232,1,0,0,0,0,0,0,0,0,0,0,0,0
236,0,0,0,0,0,0,1,0,0,0,0,0,0
238,1,0,0,0,0,1,0,2,0,0,1,0,0
241,0,1,0,0,0,0,0,0,0,0,0,0,0
244,2,0,1,1,2,1,1,20,0,0,0,1,0
246,0,0,0,0,0,1,2,0,0,0,0,0,1
249,0,0,0,0,0,2,1,0,0,0,0,1,1
252,0,0,0,0,0,0,1,0,0,0,0,0,0
255,0,0,0,0,0,0,0,4,0,0,2,0,0
256,1,0,0,0,0,0,0,0,0,0,0,0,0
261,0,0,0,0,0,0,0,1,0,0,0,0,0
262,0,1,0,0,0,0,1,0,1,0,0,0,0
267,1,0,0,0,0,0,0,0,0,0,0,0,0
269,0,0,0,0,0,0,0,0,0,0,1,0,0
271,0,0,0,0,0,0,0,0,0,1,1,0,0
273,0,0,0,0,0,0,3,0,0,0,0,0,0
277,2,0,0,0,0,0,0,0,0,0,1,0,0
284,0,0,0,0,0,0,0,0,1,0,1,0,0
285,0,0,0,0,0,0,0,0,0,1,0,0,0
287,0,0,0,0,0,0,0,3,0,0,0,0,0
288,1,0,0,0,0,0,0,0,0,0,0,0,0
292,0,0,0,0,0,0,1,0,0,0,0,0,0
297,0,0,0,0,0,1,0,0,1,0,0,0,1
298,1,0,0,0,0,0,0,0,0,0,2,0,0
300,1,1,0,0,0,0,0,0,0,0,0,1,0
306,0,0,0,0,0,0,2,0,0,0,0,0,0
308,1,0,0,0,0,0,0,0,0,0,2,0,0
310,0,1,0,0,0,0,0,0,0,0,0,0,0
314,0,0,0,0,0,0,0,0,0,0,1,0,0
323,0,1,0,0,0,0,0,0,0,0,0,0,0
333,0,0,0,0,0,0,1,1,0,0,0,0,0
334,0,0,0,0,1,0,1,0,0,0,1,1,1
338,0,0,0,0,0,0,0,0,1,0,0,0,0
341,0,1,0,0,0,0,1,0,0,0,0,0,0
342,0,0,0,0,0,0,0,1,0,0,0,0,0
345,0,1,0,0,0,0,0,0,0,0,0,0,0
348,0,0,0,0,0,0,0,1,0,0,0,0,0
351,0,0,0,0,0,0,0,0,0,0,1,0,0
361,1,0,0,0,1,0,1,5,0,0,0,0,0
363,0,0,0,0,0,1,4,0,0,0,0,0,0
365,0,0,0,0,0,0,0,0,0,0,1,0,0
368,0,1,0,0,0,0,0,0,0,0,0,0,0
370,0,0,0,0,0,0,0,0,0,0,1,0,0
378,0,1,0,0,0,0,0,0,0,0,0,0,0
379,0,0,0,0,0,1,1,0,0,0,0,0,0
385,0,0,0,0,0,0,0,1,0,0,0,0,0
386,0,1,0,0,0,0,0,1,0,0,1,0,0
387,0,0,0,0,0,0,0,0,0,0,1,0,0
388,0,0,0,0,0,0,1,0,0,0,0,0,0
389,0,1,0,0,0,0,0,0,0,0,0,0,0
390,0,0,0,1,0,0,0,0,1,0,0,1,2
391,0,0,0,0,0,0,0,1,0,0,0,0,0
392,0,0,0,0,0,0,0,1,0,0,0,0,0
393,0,0,0,0,0,0,0,1,0,0,0,0,0
394,0,0,0,0,0,0,0,0,0,0,1,0,0
395,0,0,0,0,0,0,0,0,0,0,1,0,0
396,0,0,0,0,0,0,1,0,0,0,0,0,0
398,0,1,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,1,0
400,0,1,0,0,0,0,0,0,0,0,0,1,0
401,0,0,0,0,0,0,0,2,0,0,0,0,0
402,1,0,0,0,0,0,1,0,0,0,2,0,0
403,0,0,0,0,0,0,0,1,0,0,0,0,0
406,0,1,0,0,0,0,0,0,0,0,1,0,0
407,0,0,0,0,0,0,0,0,0,0,0,1,0
408,0,0,0,0,0,0,0,0,0,0,0,1,0
409,0,0,0,0,0,0,1,0,0,0,0,0,0
413,0,0,0,0,0,0,1,0,0,0,0,0,0
415,0,0,0,0,0,0,1,0,0,0,0,0,0
416,0,1,0,0,0,0,0,0,0,0,0,0,0
417,0,1,0,0,0,0,0,0,0,0,0,0,0
419,0,1,0,0,0,0,0,0,0,0,0,0,0
420,0,1,0,0,0,0,0,0,0,0,0,0,0
421,0,1,0,0,0,0,0,0,1,0,0,0,1
422,0,0,0,0,0,0,3,0,0,0,0,0,0
424,0,1,0,0,0,0,0,0,0,0,1,0,0
425,0,2,0,0,0,0,0,0,0,0,1,0,0
427,0,1,1,0,0,0,0,0,0,0,1,0,0
428,0,0,0,0,0,0,0,1,0,0,0,0,0
429,0,1,0,0,0,0,0,0,0,0,0,0,0
431,0,1,0,0,0,0,0,0,0,0,1,0,0
432,0,1,0,0,0,0,1,0,0,0,0,0,0
433,1,0,0,0,0,0,0,0,0,0,0,0,0
434,1,0,0,0,0,0,0,0,0,0,0,0,0
436,0,0,0,0,0,0,1,0,0,0,0,0,0
437,1,0,0,0,0,0,0,0,0,0,1,0,0
439,1,0,0,0,0,0,0,0,0,0,0,0,0
440,0,1,0,0,0,0,0,0,0,0,1,0,0
441,0,1,0,0,0,0,0,0,0,0,0,0,0
442,2,0,1,0,1,0,1,0,0,0,2,1,0
443,1,0,1,0,1,0,1,0,0,0,1,1,0
444,0,0,0,0,0,0,0,1,0,0,0,0,0
445,0,1,0,0,0,1,0,0,0,0,0,0,0
447,0,0,0,0,1,0,0,0,0,0,0,0,0
448,0,0,0,0,0,0,1,0,0,0,0,0,0
449,0,1,0,0,0,0,0,0,0,0,1,0,0
450,0,0,0,0,0,0,0,0,0,0,1,0,0
452,0,0,0,0,0,0,1,0,0,0,0,0,0
453,1,0,0,0,0,0,0,0,0,1,1,0,1
457,0,0,1,0,0,0,0,0,0,0,1,0,0
459,0,0,0,0,0,0,1,0,0,0,0,0,0
461,0,1,0,0,0,0,0,0,1,0,0,0,0
464,1,0,0,0,0,0,0,0,0,0,0,0,0
465,0,0,1,0,0,0,0,0,1,0,0,0,0
468,0,0,0,0,0,0,0,0,0,1,1,0,0
470,0,0,0,0,0,0,0,1,0,0,1,0,0
471,0,0,0,0,0,0,1,0,0,0,0,0,0
472,1,0,0,0,0,0,0,0,0,0,1,1,0
475,0,1,0,0,0,0,0,0,0,0,0,0,0
478,0,1,0,0,0,0,1,0,0,0,0,0,0
479,0,1,0,0,0,0,0,0,0,0,0,0,0
480,0,1,0,0,0,0,0,0,0,0,0,0,0
481,0,1,0,0,0,0,0,0,0,0,0,0,0
482,0,1,0,0,0,0,0,0,0,0,0,0,0
483,0,0,0,0,0,0,0,0,0,0,1,0,0
485,0,0,0,0,0,0,0,1,0,0,0,0,0
486,0,0,0,0,1,0,0,0,0,0,0,0,0
489,0,1,0,0,0,1,0,0,0,0,0,0,0
490,0,0,0,0,0,1,0,0,0,0,0,0,0
491,0,0,0,0,0,0,0,0,0,0,1,0,0
492,0,0,0,0,0,0,1,0,0,0,0,0,0
493,0,0,1,0,0,0,0,0,1,0,0,0,0
494,0,0,0,0,0,0,0,0,0,0,1,0,0
495,0,0,0,0,0,0,0,1,0,0,0,0,0
496,0,0,0,0,0,0,0,1,0,0,0,0,0
498,0,0,0,0,0,0,0,1,0,0,0,0,0
499,1,0,0,0,0,0,0,0,0,0,1,0,0
500,0,0,0,0,0,0,0,0,0,0,1,0,0
501,0,0,0,0,0,0,0,1,0,0,0,0,0
503,1,0,0,0,0,0,0,0,0,0,0,0,0
504,0,0,0,0,0,0,0,1,0,0,0,0,0
505,0,1,0,0,0,0,0,0,0,0,0,0,0
508,0,0,0,0,0,0,0,1,0,0,0,0,0
