id,count,code,titel,kurzinfo,signal,erf_date,mut_date,mean_sterne,count_mut,meldung_ids
95,86,F-2020-135,Ultraprocessed food,"Since 1980, scientific literature has reported on the links between the prevalence of certain health conditions and the high consumption of ultra-processed food (see NOVA Klassifikation for definition of ultraprocessed food). The increased consumption of this type of food may be responsible for the increase in incidence of many health conditions such as obesity, type 2 diabetes, hypertension, dyslipidaemia, loss of microbial diversity, dysbiosis, other inflammation-related diseases of the digestive system, increased risk of ischaemic heart disease, coronary heart disease and cancer. Ultra-processed foods have high energy density (energy per volume) and low nutrient density (nutrient per unit energy), making them nutritionally unbalanced. Additives are often used to improve shelf life and taste, and chemical contaminants can result from processing methods. Maximum permitted levels for food additives and contaminants are set to protect consumers, but their cumulative effects are largely unknown.",False,2020-01-06T00:00:00,2025-06-20T06:27:38,1.33,80.0,"[30, 47, 60, 1384, 102, 924, 232, 361, 387, 669, 662, 695, 737, 830, 1050, 1154, 1225, 77, 312, 983, 993, 1018, 1445, 2105, 2147, 2172, 2199, 2223, 2217, 2224, 66, 885, 1560, 1163, 1606, 1612, 1978, 122, 276, 746, 837, 109, 1791, 646, 776, 1370, 1459, 1466, 1624, 1712, 2197, 1714, 1261, 2141, 751, 166, 196, 744, 870, 1136, 1198, 1294, 1299, 1408, 1321, 1437, 433, 1476, 363, 1678, 807, 1191, 1705, 1840, 290, 472, 1142, 1308, 1969, 2001, 2059, 647, 825, 1009, 1300, 1270]"
8,76,F-2018-024,Microplastics,"Microplastics are ubiquitous in various bodies of water. It is estimated that 4.8-12.7 million tonnes of plastic entered the oceans in 2010. Plastic pollution is classified as an emerging risk and poses a global threat to marine ecosystems. Various studies (and subsequent media reports) report contamination of microplastics in table salt and drinking water. The amounts vary, but there is agreement that microplastics are found in table salt in different countries. Inorganic and organic particles can adhere to microplastics, which are then absorbed by the human body through consumption of contaminated salt. In addition, various types of plastic contain plasticisers, which can have a negative impact on health.",True,2018-09-25T00:00:00,2024-12-06T08:18:58,1.46,53.0,"[68, 137, 183, 295, 310, 523, 680, 710, 745, 1280, 1225, 1316, 1215, 1845, 580, 1031, 1440, 2099, 2037, 1895, 2122, 2058, 2069, 2175, 2201, 2194, 2232, 325, 657, 1178, 779, 1547, 1586, 554, 1030, 1361, 1903, 1991, 1759, 1812, 1931, 49, 283, 768, 878, 1889, 2121, 1992, 2086, 1885, 150, 453, 566, 720, 777, 1008, 1079, 1277, 1342, 1291, 1477, 1500, 1740, 1701, 1793, 1921, 1767, 1362, 1427, 1769, 2148, 243, 1043, 1235, 1314, 2022]"
51,59,F-2019-083,Surrogate meat and meat alternatives,"The consumption of meat is coming under heightened pressure, be that for religious, environmental or health reasons. Numerous publications have appeared on this topic. But what does this mean in terms of opportunities and risks in terms of food safety?Alternative protein sources, mostly not animal-based, are an upward trend. Increasing interest in vegetarian or vegan diets is only one reason for this development, concerns about the environmental and climate impacts of animal agriculture, as well as the question of how to feed a growing world population in the future, also support the search for alternative protein sources. Here are some examples: Moringa tree: a Thurgau-based company wants to extract protein from the leaves of the Moringa tree and use it for the food and feed industry. Interview in the Tagblatt. (April 2020). Algae directly consumed and processed. Insects directly consumed and processed. Fermentation: see ADURA ID 129 'Animal-free food'.",True,2019-05-27T00:00:00,2025-03-07T07:40:51,1.49,112.0,"[120, 202, 591, 715, 767, 960, 1395, 1159, 1231, 1564, 1807, 124, 470, 1202, 1245, 1897, 382, 348, 967, 592, 1560, 1710, 254, 1356, 1336, 634, 1809, 80, 421, 1571, 1047, 1036, 354, 863, 1140, 1223, 1618, 299, 562, 857, 1138, 1209, 1220, 1299, 1285, 1377, 989, 1373, 1441, 1830, 141, 163, 1504, 1197, 1308, 370, 2043, 843, 1386]"
34,48,F-2018-054,Mycotoxins in foods,"Mycotoxins are metabolites formed from certain moulds. Mould – and hence mycotoxins – can form on vulnerable foods in warm and humid conditions, either whilst crops are still growing or post-harvest during storage, drying and transport. Most mycotoxins have toxic effects in humans, and some of the better characterised mycotoxins have regulatory limits in food. Certain foods are at particular risk. These include nuts and peanuts (primarily for aflatoxins) and raisins (primarily for ochratoxin A). Horizon Scan (a non-public database) has compiled a list of the most important products and has noted an increase in recalls. These findings are also supported by other stakeholders across the food chain (e.g., Biomin World Mycotoxin Survey 2018).",True,2018-12-11T00:00:00,2025-06-20T11:27:24,1.35,54.0,"[99, 107, 352, 436, 636, 699, 1556, 682, 728, 726, 836, 869, 1132, 1171, 1529, 1562, 1675, 1890, 1923, 2066, 2157, 2186, 2219, 2213, 252, 495, 218, 475, 973, 1463, 2090, 1787, 2017, 2176, 641, 1884, 2222, 1781, 1220, 1259, 1276, 1063, 1199, 1457, 1591, 1979, 1605, 1998]"
234,43,F-2023-017,PFAS in water and soils,"During the last 20 years, guideline values for Per- and polyfluoroalkyl substances (PFAS) in drinking water, surface waters, and soils have decreased dramatically due to new insights into their toxicity. As a result, levels in environmental media are now ubiquitously above guideline levels.",False,2023-03-15T08:32:44,2025-05-22T08:55:29,1.3,30.0,"[822, 1508, 623, 908, 721, 733, 1117, 1753, 1496, 1762, 1854, 1918, 2129, 366, 1236, 490, 552, 1015, 1725, 1806, 628, 1126, 1795, 390, 57, 852, 1011, 1634, 1878, 2151, 457, 416, 614, 953, 952, 1345, 2003, 2023, 2033, 2024, 2140, 556, 1713]"
36,35,F-2019-056,Climate change and its impact on food safety,"Climate change is likely to have a considerable impact on food safety, both direct and indirect, putting public health at risk. With changing rainfall patterns and increases in extreme weather conditions and the annual average temperature, we will begin to face the impacts of climate change. These impacts will affect the persistence and occurrence of bacteria, viruses, parasites, harmful algae, fungi and their vectors, and the patterns of their corresponding food-borne diseases and risk of toxic contamination. Alongside these impacts, chemical residues of pesticides and veterinary medicines in plant and animal products will be affected by changes in pest pressure. The risk of food contamination with heavy metals and persistent organic pollutants following changes in crop varieties cultivated, cultivation methods, soils, redistribution of sediments and long-range atmospheric transport, is increased because of climate change. Climate-sensitive risk factors and illnesses will be among the largest contributors to the global burden of food-related disease and mortality, including malnutrition, communicable, non-communicable, and diarrheal- and vector-borne diseases.",False,2019-03-05T00:00:00,2025-05-26T06:47:48,1.46,43.0,"[157, 636, 906, 765, 1523, 1149, 1627, 1673, 1925, 1562, 2208, 218, 558, 1129, 1327, 1533, 1789, 1085, 1715, 244, 2200, 174, 155, 705, 988, 1059, 989, 1074, 1338, 1968, 2183, 2154, 941, 1139, 1927]"
83,31,F-2021-123,PFAS in food packaging,"Per- and polyfluorinated alkyl substances (PFAS) are industrial chemicals that are used in numerous industrial processes and consumer products, such as fire extinguishing materials. They are also popular in food packaging because the substances are water and fat repellent. However, in animal studies, some of them have been shown to be liver-damaging, toxic to reproduction and probably carcinogenic. PFAS are of particular concern because, unlike other common contaminants that pass quickly through the human body, they can linger for years and thus accumulate cumulatively. This property has given them the name ""forever chemicals"". PFASs can also enter the food chain through environmental pollution, for example when plants are supplied with contaminated water or grown in contaminated soil, such as near factories or places where products containing PFASs have been used for firefighting. From mid-2020, Denmark will be the first country to ban the use of all PFASs in food packaging.",False,2021-06-17T00:00:00,2024-10-08T08:29:00,1.42,48.0,"[284, 302, 313, 315, 721, 733, 742, 822, 908, 1753, 389, 552, 1015, 350, 246, 628, 1126, 1795, 390, 852, 931, 1239, 1878, 2151, 301, 277, 457, 952, 1345, 674, 170]"
232,31,F-2023-015,Persistent Listeria monocytogenes strains in food environments,Specific Listeria monocytogenes (Lm) genotypes are adapted to meat and dairy processing environments. Genome analysis identified slaughterhouse as a Lm contamination source for meat processing facilities. Several events of Lm persistence over four years were identified in food processing facilities in Italy. Persistence seems not to be related to specific Lm genotypes.,False,2023-03-10T08:20:25,2025-02-24T07:25:43,1.55,40.0,"[1068, 990, 1120, 2080, 2177, 2190, 2227, 223, 356, 763, 935, 893, 595, 968, 1121, 1663, 1349, 1697, 449, 828, 927, 1419, 1694, 811, 1677, 1964, 2011, 2108, 2138, 1010, 2013]"
233,30,F-2023-016,Social media and food safety risk,"Food and nutrition are popular topics in the media and on social networks. The ubiquity of social media has created new opportunities for qualified or accredited experts from the scientific community to connect with customers and the public. It has also created challenges. Health and wellness gurus, or self-proclaimed experts, use social media platforms to attract attention with compelling narratives, build an audience and influence public opinion by sharing (often) misleading information about food and nutrition. This can result in the perpetuation of misinformation, which not only undermines the proper functioning of democracy, but also diminishes support for science-based or evidence-based policies. In addition, ephemeral types of content that attract the attention of a large audience (trends) can quickly spread across major social media platforms and be replicated by more or less aware users. The use of social media can be both a threat and an opportunity for public health.",True,2023-03-13T13:01:19,2025-06-25T07:44:44,1.2,51.0,"[149, 318, 1565, 1401, 693, 2192, 413, 671, 668, 1815, 1935, 341, 1344, 1324, 1107, 1370, 1471, 1922, 790, 1312, 1476, 1527, 1665, 1887, 291, 1425, 489, 786, 1274, 2179]"
211,29,F-2022-367,Surrogate dairy products,"Vegan nutrition is very much in vogue. Companies are responding to this trend by developing new milk substitutes to replace drinking milk, butter and cheese. To date, there are various milk substitutes with very different compositions. The impact on food safety of foods derived from plants depends on the soil, the agricultural inputs used to grow the source plants, but also on how the plants are harvested, stored, transported and processed. The process engineering methods used to treat and process the proteins are then decisive (FAO, 2021). Plant-based dairy products generally have a greater variety of ingredients than animal products and therefore potentially offer a wide range of sources from which hazards can arise. Compared to dairy products, dairy substitutes occupy a niche position. However, according to the FOAG, their market share in the retail trade is steadily increasing, from 2.7 per cent in 2017 to 4.2 per cent in 2021. Although there are numerous products on the market, only generic approaches for risk assessment of such products can be found. Banach et al. (2022) provide a general overview of potential hazards of alternative proteins for milk substitutes, based on the different protein sources. It shows that such products may be contaminated with pathogens on the market or have led to outbreaks. At present, there are hardly any results from microbiological analyses (monitoring ring data) of such products.",False,2022-10-10T08:40:39,2025-01-31T07:19:58,1.38,42.0,"[43, 119, 306, 1556, 1807, 1920, 1202, 2229, 769, 634, 1108, 1036, 354, 863, 1618, 1929, 1886, 501, 910, 857, 1209, 1347, 1308, 1528, 2206, 530, 253, 1244, 1983]"
