id,count,bezeichnung_de,bezeichnung_fr,bezeichnung_it,bezeichnung_en,mean_sterne,meldung_ids
93,122,Salmonella spp.,Salmonella spp.,Salmonella spp.,Salmonella spp.,1.28,"[17, 45, 37, 87, 260, 530, 278, 603, 531, 956, 1803, 975, 970, 942, 1351, 420, 568, 990, 1115, 1175, 1218, 1281, 1375, 1498, 1376, 1493, 1490, 1573, 1524, 1782, 1768, 1968, 1973, 132, 332, 395, 985, 1055, 578, 1120, 1282, 1559, 1863, 2049, 2102, 1006, 1619, 1513, 1771, 1843, 2036, 1901, 1871, 859, 1049, 1205, 1603, 1536, 2078, 705, 164, 702, 888, 1961, 1078, 1469, 1144, 1572, 2181, 2336, 222, 545, 1494, 1390, 1752, 2089, 2265, 9, 110, 159, 294, 805, 889, 806, 934, 927, 920, 1054, 1196, 1212, 465, 492, 1040, 1358, 1278, 1424, 1382, 1139, 1357, 1569, 1654, 1655, 1723, 1733, 1811, 1718, 1657, 1822, 1880, 2073, 2257, 1784, 1794, 1728, 1838, 1867, 2072, 2131, 2149, 2173, 2309, 2314]"
26,96,Listeria monocytogenes,Listeria monocytogenes,Listeria monocytogenes,Listeria monocytogenes,1.45,"[92, 314, 303, 811, 987, 828, 960, 970, 1010, 1032, 173, 420, 990, 1185, 1115, 410, 1266, 1349, 1364, 1368, 1485, 1793, 267, 253, 223, 763, 935, 1120, 1453, 1676, 1694, 1863, 2080, 2177, 2319, 24, 254, 979, 1771, 1843, 1807, 1929, 1871, 968, 1049, 1121, 1347, 1205, 1732, 1677, 2270, 164, 888, 1057, 1469, 1144, 1750, 222, 1422, 1068, 2011, 2271, 1528, 101, 126, 148, 449, 893, 927, 920, 943, 1024, 1099, 989, 75, 195, 194, 356, 1244, 1419, 1599, 1629, 1654, 242, 1697, 1839, 2073, 2013, 2103, 2138, 1784, 1830, 1803, 2108, 2190, 2227]"
125,82,Mikroplastik,microplastiques,microplastica,microplastics,1.4,"[68, 283, 523, 524, 745, 1043, 580, 1427, 1031, 1740, 1215, 1225, 1316, 1500, 1361, 1586, 325, 1547, 1701, 2058, 2064, 2069, 2099, 2116, 2122, 2249, 2331, 554, 768, 1030, 1440, 1845, 1885, 2077, 720, 1342, 1670, 1991, 1767, 1769, 2086, 878, 1178, 2214, 1992, 2121, 1558, 1783, 49, 137, 183, 310, 453, 566, 1079, 680, 710, 779, 1008, 1291, 1280, 1277, 1362, 1235, 1314, 1759, 1895, 2022, 2037, 2148, 2156, 1812, 1889, 2092, 1903, 1921, 1931, 2201, 2194, 2169, 2232, 2284]"
126,77,Per- und polyfluorierte Alkylverbindungen (PFAS),Substances per- et polyfluoroalkylées (PFAS),Sostanze per- e polifluoroalchiliche (PFAS),Per- and polyfluoroalkyl substances (PFAS),1.35,"[246, 313, 301, 556, 315, 302, 389, 605, 733, 908, 1288, 170, 815, 1117, 1482, 1491, 1508, 1496, 390, 366, 1345, 1421, 1690, 490, 552, 1745, 266, 1015, 1236, 1854, 2307, 350, 628, 1011, 931, 1126, 1713, 416, 57, 1239, 1753, 2033, 2024, 1762, 1776, 2023, 2151, 284, 457, 614, 796, 822, 953, 952, 1186, 1025, 296, 623, 742, 721, 852, 1420, 1608, 1634, 1755, 1918, 2003, 1988, 2140, 2241, 1795, 1806, 1725, 1826, 1878, 2243, 2262]"
1,71,Escherichia coli,Escherichia coli,Escherichia coli,Escherichia coli,1.37,"[28, 193, 239, 278, 723, 876, 897, 970, 1021, 1037, 1032, 1143, 1065, 1153, 1165, 1414, 1333, 1343, 1351, 1380, 1793, 1909, 23, 875, 1213, 2032, 2085, 2030, 2248, 1044, 1201, 1771, 1619, 1843, 1871, 2077, 892, 1049, 2228, 201, 164, 513, 1093, 1469, 1144, 1758, 2220, 1610, 22, 31, 234, 380, 640, 805, 922, 971, 1106, 1196, 1295, 1366, 1382, 1139, 1718, 1660, 1813, 1822, 1784, 2102, 2153, 2175, 2314]"
111,62,Mykotoxine,Mycotoxine,Micotossine,Mycotoxin,1.37,"[218, 636, 256, 728, 901, 869, 1171, 1138, 682, 1132, 1457, 1529, 1556, 1562, 1653, 1781, 1979, 836, 1063, 2066, 2325, 2329, 577, 1619, 2017, 1886, 1199, 973, 475, 1463, 2176, 641, 838, 2222, 1591, 1558, 1675, 1923, 2002, 107, 120, 699, 726, 1169, 1220, 1259, 1276, 1412, 197, 352, 583, 1605, 1626, 2246, 1787, 1884, 1842, 1998, 2186, 2213, 2306, 2282]"
91,56,Pestizide,pesticides,pesticidi,pesticide,1.27,"[21, 417, 443, 440, 524, 586, 727, 798, 907, 812, 1058, 2279, 1365, 1499, 1585, 1938, 56, 1155, 1538, 2324, 2325, 1166, 1403, 1619, 2117, 620, 1229, 1670, 2311, 415, 426, 1511, 91, 778, 1675, 1926, 121, 1669, 428, 525, 713, 902, 1283, 1310, 1397, 1369, 1387, 460, 905, 1755, 2285, 2305, 2209, 2261, 2315, 2316]"
102,53,Blei,Plomb,Piombo,Lead,1.19,"[258, 1633, 440, 480, 775, 1086, 1137, 1365, 1432, 1568, 1774, 1917, 1963, 877, 1130, 1116, 1538, 898, 2269, 29, 263, 1290, 1492, 130, 750, 1747, 1778, 701, 1836, 2024, 2268, 1526, 1974, 241, 1283, 1341, 1510, 1412, 240, 570, 757, 1103, 1604, 227, 996, 1668, 1689, 1715, 2254, 1908, 1859, 2243, 2317]"
19,52,STEC/VTEC,STEC/VTEC,STEC/VTEC,STEC/VTEC,1.52,"[37, 723, 347, 515, 528, 503, 795, 897, 816, 970, 1113, 1115, 1281, 1246, 1399, 1515, 1490, 1524, 1909, 1944, 23, 683, 854, 1513, 1785, 2322, 2308, 1082, 888, 1081, 2318, 800, 1348, 1821, 1561, 22, 125, 563, 889, 876, 920, 1106, 194, 357, 1436, 1479, 1627, 1949, 2073, 1784, 2134, 2314]"
244,51,Antibiotikaresistenzen,Antibiorésistance,Antibiotico-resistenza,Antibiotic resistance,1.29,"[1647, 919, 1168, 707, 1396, 1414, 1333, 1354, 1579, 1650, 1735, 1965, 1228, 1452, 2102, 487, 923, 1930, 1883, 2341, 1327, 1340, 545, 827, 1659, 2089, 2275, 454, 544, 930, 1262, 463, 732, 1366, 1393, 1706, 1660, 1657, 1813, 2005, 2287, 2045, 2203, 2233, 2310, 1707, 2118, 2205, 2173, 2292, 2293]"
