id,count,code,titel,kurzinfo,signal,erf_date,mut_date,mean_sterne,count_mut,meldung_ids
8,30,F-2018-024,Microplastics,"Microplastics are ubiquitous in various bodies of water. It is estimated that 4.8-12.7 million tonnes of plastic entered the oceans in 2010. Plastic pollution is classified as an emerging risk and poses a global threat to marine ecosystems. Various studies (and subsequent media reports) report contamination of microplastics in table salt and drinking water. The amounts vary, but there is agreement that microplastics are found in table salt in different countries. Inorganic and organic particles can adhere to microplastics, which are then absorbed by the human body through consumption of contaminated salt. In addition, various types of plastic contain plasticisers, which can have a negative impact on health.",True,2018-09-25T00:00:00,2026-01-15T07:15:46,1.1,66.0,"[2284, 2099, 2122, 2069, 2175, 2201, 2194, 2249, 2392, 2456, 2490, 2573, 2601, 1991, 2546, 2121, 1992, 2086, 2348, 2389, 2417, 2476, 2495, 2148, 2232, 2331, 2533, 2543, 2037, 2022]"
34,21,F-2018-054,Mycotoxins in foods,"Mycotoxins are metabolites formed from certain moulds. Mould – and hence mycotoxins – can form on vulnerable foods in warm and humid conditions, either whilst crops are still growing or post-harvest during storage, drying and transport. Most mycotoxins have toxic effects in humans, and some of the better characterised mycotoxins have regulatory limits in food. Certain foods are at particular risk. These include nuts and peanuts (primarily for aflatoxins) and raisins (primarily for ochratoxin A). Horizon Scan (a non-public database) has compiled a list of the most important products and has noted an increase in recalls. These findings are also supported by other stakeholders across the food chain (e.g., <a href=""https://www.biomin.net/en/articles/biomin-world-mycotoxin-survey-report-2018/"" target=""_blank"" rel=""noopener"">Biomin World Mycotoxin Survey 2018</a>).",True,2018-12-11T00:00:00,2025-12-23T07:35:47,1.19,61.0,"[2066, 2186, 2213, 2282, 2450, 2631, 2090, 2017, 2176, 2350, 2222, 2273, 2363, 2427, 2366, 1979, 2397, 2306, 2593, 1998, 2246]"
234,17,F-2023-017,PFAS in water and soils,"During the last 20 years, <strong>guideline values </strong>for Per- and polyfluoroalkyl substances (<strong>PFAS</strong>) in <strong>drinking water</strong>, <strong>surface waters</strong>, and soils have <strong>decreased dramatically</strong> due to new insights into their toxicity. As a result, levels in environmental media are now <strong>ubiquitously above guideline levels</strong>.",False,2023-03-15T08:32:44,2025-05-22T08:55:29,1.29,35.0,"[2129, 2262, 2440, 2406, 2372, 2398, 2605, 2586, 2151, 2003, 2023, 2033, 2024, 2140, 2307, 2549, 2602]"
21,10,F-2019-039,Nanoplastics,"Nanoplastics, the smaller fraction than microplastics, appear to be able to cross the blood-brain barrier in fish. It is therefore probably of greater human toxicological significance than microplastics.",False,2019-01-30T00:00:00,2025-11-06T09:49:22,1.3,15.0,"[2175, 2193, 2408, 2456, 2513, 2358, 2331, 2495, 2413, 2518]"
36,8,F-2019-056,Climate change and its impact on food safety,"Climate change is likely to have a considerable impact on food safety, both direct and indirect, putting public health at risk. With changing rainfall patterns and increases in extreme weather conditions and the annual average temperature, we will begin to face the impacts of climate change. These impacts will affect the persistence and occurrence of bacteria, viruses, parasites, harmful algae, fungi and their vectors, and the patterns of their corresponding food-borne diseases and risk of toxic contamination. Alongside these impacts, chemical residues of pesticides and veterinary medicines in plant and animal products will be affected by changes in pest pressure. The risk of food contamination with heavy metals and persistent organic pollutants following changes in crop varieties cultivated, cultivation methods, soils, redistribution of sediments and long-range atmospheric transport, is increased because of climate change. Climate-sensitive risk factors and illnesses will be among the largest contributors to the global burden of food-related disease and mortality, including malnutrition, communicable, non-communicable, and diarrheal- and vector-borne diseases.",False,2019-03-05T00:00:00,2026-01-19T07:21:22,1.38,50.0,"[2562, 2573, 2631, 2325, 2321, 2273, 2183, 2383]"
35,7,F-2019-055,Nanoparticles in foods,"Nanotechnology opens up new possibilities for the food industry to modulate various aspects of food. As a result, man-made nanoparticles are increasingly being used as functional ingredients in foods and beverages. They already serve a wide variety of purposes: they give chewing gum its white colour and keep instant coffee from clumping.As far as health concerns go, something is particularly questionable with regard to these substances: can the particles, due to their small size, penetrate barriers that are actually supposed to protect against intruders? An American study has shown that manganese oxide nanoparticles were able to penetrate the brain via the nose of test animals.Consumers are concerned about the possibly carcinogenic and in the long run harmful substances.On the other hand, the targeted use of nanoparticles for health promotion is being discussed. One study shows how nanoparticles can positively influence bacteria of the digestive tract. They speak of ""probiotic nanoparticles"". Nanoparticles are also already being used in pharmacy, for example to precisely transport substances to where they are needed.",True,2019-10-18T00:00:00,2025-07-11T06:41:30,1.43,23.0,"[2189, 2169, 2313, 2503, 2627, 2214, 2413]"
188,5,F-2022-344,Trifluoroacetate (TFA) in water,"Trifluoroacetate (TFA) is a mobile and persistent substance that is primarily introduced into the water cycle through the degradation of various fluorochemicals and remains there for an unforeseeable period of time. There is already a high baseline load of TFA in many water bodies with some regional hotspots. This background paper presents current data and estimates on sources, input pathways, loads, impacts and measures on TFA. It gives an outlook on first activities and options to comprehensively minimise TFA inputs to the environment. Despite gaps in knowledge, it becomes clear that consistent regulation and an overarching minimisation strategy must be initiated in the short term.",False,2022-05-03T00:00:00,2025-07-24T07:51:40,1.4,9.0,"[2481, 2437, 2561, 2204, 2598]"
220,4,F-2023-003,PFAS in freshwater fish,"<strong>Per- and polyfluoroalkyl substances (PFAS)</strong> are widely detected in <strong>freshwater fish</strong> across the United States. A study from the US concludes, that locally caught freshwater fish are likely a significant <strong>source of exposure</strong> to <strong>perfluorooctane sulfonic acid (PFOS)</strong> and other perfluorinated compounds.  U.S. Environmental Protection Agency fish testing in 2013–2015 had a median PFAS concentration of 11,800 ng/kg.",False,2023-01-23T09:19:51,2026-01-21T07:32:18,1.25,18.0,"[2616, 2398, 2647, 2151]"
147,3,F-2021-295,Plant-based substitutes - nutrients,"Milk is the main source of iodine in the UK; however, the consumption and popularity of plant-based milk alternatives is increasing. Consumers may be at risk of iodine deficiency as milk alternatives, unless fortified, have low iodine concentrations.Agroscope has also conducted a study on the nutritional quality of plant-based beverages. This revealed major differences in macro- and micronutrient composition compared to cow's milk. Many of the milk alternatives are therefore fortified with micronutrients.",False,2021-07-20T00:00:00,2024-02-26T08:33:16,1.33,10.0,"[2042, 2142, 2576]"
273,3,F-2024-021,Psychotropic Substances in Food – Legal Classification (Microdosing candies),"The Food and Drug Administration is investigating nearly 50 illnesses—including one possible death—that might be linked to <strong>microdosing candies</strong> available online and at retailers nationwide. These chocolate bars and gummies showed higher than normal amounts of <strong>muscimol</strong>, a chemical found in mushrooms of the genus amanita, wich could be a potential cause of symptoms consistent with those observed in persons who became ill after eating the products",True,2024-07-04T08:58:03,2025-10-09T09:13:25,1.0,33.0,"[2070, 2125, 2135]"
