id,count,bezeichnung_de,bezeichnung_fr,bezeichnung_it,bezeichnung_en,mean_sterne,meldung_ids
1,56,Nicht spezifiziert,Non spécifié,Non specificato,Unclassified,1.45,"[14, 8, 32, 19, 19, 117, 100, 127, 209, 180, 212, 243, 264, 295, 283, 300, 302, 350, 391, 414, 389, 430, 516, 508, 651, 377, 657, 720, 748, 849, 838, 1103, 156, 984, 984, 1239, 1234, 1339, 1386, 1386, 1386, 1481, 1508, 1487, 1558, 1518, 1492, 1566, 1640, 1767, 1741, 1898, 1915, 1859, 1885, 1970]"
82,40,Wasser,Eau,Acqua,Waters,1.27,"[49, 73, 201, 289, 366, 426, 613, 623, 643, 641, 618, 638, 745, 926, 1011, 1014, 1031, 1079, 1117, 1276, 1263, 1345, 57, 1496, 1596, 1616, 1673, 1721, 1740, 1753, 1760, 1762, 1778, 1788, 1725, 1810, 1848, 1854, 1918, 1931]"
60,29,Fische,Poissons,Pesce,Fish,1.34,"[85, 124, 246, 321, 554, 273, 580, 566, 633, 658, 680, 722, 1025, 1178, 1200, 1185, 1314, 1361, 1291, 1417, 1473, 1451, 1592, 1690, 1727, 1715, 1745, 1772, 1913]"
18,26,Diverse Lebensmittel,Aliments divers,Diverse derrate alimentari,Miscellaneous,1.19,"[215, 1008, 1249, 1273, 1316, 1396, 1442, 674, 1541, 1551, 1550, 1548, 1539, 1557, 1593, 1623, 1670, 1687, 1698, 1737, 1718, 1685, 1669, 1747, 1787, 1800]"
34,20,Früchte,Fruits,Frutta,Fruits,1.15,"[21, 18, 250, 461, 519, 620, 750, 794, 1166, 1250, 1240, 1259, 1310, 1369, 1342, 429, 996, 1926, 1858, 1938]"
9,19,"Fische, Meeresfrüchte, Amphibien und Reptilien","Poissons, fruits de mer, amphibiens et reptiles","Pesce, crostacei, frutti di mare e anfibi","Fish, Shellfish And Amphibians",1.37,"[53, 89, 183, 296, 929, 1097, 1127, 1288, 1235, 1216, 1477, 1482, 1531, 1776, 1783, 1826, 1895, 1878, 1963]"
58,18,Fleischersatz,Substituts de viande,Sostituti della carne,Meat Substitutes,1.78,"[120, 124, 169, 700, 1063, 1069, 1147, 984, 1138, 1140, 1271, 1220, 1331, 1373, 1386, 1395, 621, 1526]"
3,17,Gemüse,Légumes,Ortaggi,Vegetables,1.12,"[41, 18, 261, 519, 794, 907, 1166, 1182, 1229, 1250, 1186, 1342, 1283, 1403, 1717, 1810, 1890]"
23,15,"Blattgemüse (ohne Kohlgemüse), Blattsalate und Algen","Légumes-feuilles (excl. chou), mescluns et algues","Verdure a foglie (esclusi cavoli), insalate a foglie e alghe",Leafy Vegetables (Except Cabbages),1.6,"[85, 213, 428, 550, 735, 921, 1087, 772, 1369, 1365, 1280, 1434, 1577, 1715, 1717]"
7,12,"Getreide, Getreideprodukte und Körner",Céréales et produits céréaliers,Cereali e prodotti cereali,Cereals And Cereal Products,1.25,"[99, 197, 218, 682, 726, 901, 1199, 386, 1529, 1562, 1567, 1890]"
