id,count,bezeichnung_de,bezeichnung_fr,bezeichnung_it,bezeichnung_en,mean_sterne,meldung_ids
18,61,Diverse Lebensmittel,Aliments divers,Diverse derrate alimentari,Miscellaneous,1.2,"[44, 1273, 1290, 1274, 1270, 1300, 1308, 1344, 1370, 1311, 1423, 1384, 1476, 1442, 751, 744, 433, 368, 364, 363, 1516, 1551, 1624, 1623, 1693, 1678, 1648, 1737, 1744, 1746, 1791, 2009, 2016, 2105, 2113, 2124, 2111, 2068, 2141, 2137, 2118, 2179, 2197, 2199, 2223, 2224, 2260, 2267, 2276, 2359, 2295, 2282, 2283, 2298, 2304, 2347, 2396, 2354, 2430, 2450, 2458]"
1,47,Nicht spezifiziert,Non spécifié,Non specificato,Unclassified,1.5,"[4, 30, 39, 60, 54, 66, 32, 47, 38, 93, 102, 117, 122, 166, 196, 209, 264, 276, 290, 232, 295, 342, 377, 748, 1234, 1372, 1339, 1386, 1386, 1386, 383, 1504, 1554, 1527, 1580, 1688, 1824, 1898, 1996, 2001, 1915, 2059, 2294, 2297, 2371, 2435, 2452]"
58,30,Fleischersatz,Substituts de viande,Sostituti della carne,Meat Substitutes,1.3,"[80, 163, 169, 202, 470, 562, 109, 151, 1069, 1223, 1271, 1231, 1245, 1356, 1336, 1285, 1299, 1373, 1386, 1395, 621, 1525, 1618, 1560, 1564, 1710, 1809, 1997, 1916, 2043]"
80,26,"Softdrinks, Sprudelgetränke, Energydrinks und isotonische Getränke","Boissons sucrées, gazeuses, énergétiques et isotoniques","Bevande zuccherate, gasate, energy drink e bevande isotoniche","Carbonated/Soft/Isotonic Drinks, Diluted",1.19,"[272, 511, 617, 648, 661, 813, 846, 938, 1112, 1297, 1315, 1318, 1415, 1431, 1522, 1543, 1729, 1892, 1987, 1907, 2056, 2191, 2266, 2340, 2439, 2447]"
39,15,Milchersatz und Milchersatzprodukte,Substituts de lait et produits à base de substitut de lait,Succedanei del latte e prodotti a base di succedanei del latte,Milk Substitutes And Milk Substitute Products,1.27,"[43, 119, 76, 186, 501, 660, 109, 910, 151, 1029, 621, 1886, 1997, 1920, 2229]"
8,12,"Fleisch, Fleischprodukte und Fleischersatz","Viandes, produits à base de viande et substituts de viande","Carne, prodotti di carne e sostituti della carne","Meat, Meat Products And Substitutes",1.25,"[94, 579, 639, 883, 900, 882, 924, 1692, 1879, 1897, 1919, 2165]"
100,11,Diätprodukte und Sportlernahrung,Produits diététiques et aliments pour sportifs,Prodotti dietetici e alimenti per sportivi,Dietetic Products,1.64,"[172, 192, 739, 912, 1094, 1257, 1410, 621, 546, 1917, 2013]"
14,10,Alkoholfreie Getränke,Boissons sans alcool,Bevande analcoliche,Non Alcoholic Beverages,1.1,"[182, 983, 1183, 1191, 1198, 386, 1731, 1981, 1922, 2088]"
34,8,Früchte,Fruits,Frutta,Fruits,1.0,"[18, 750, 794, 974, 1219, 1360, 1681, 1938]"
98,7,Nicht spezifizierte sowie gemischte diverse Lebensmittel,Aliments divers non spécifiés ou mélangés,Vari alimenti non classificati o misti,Unclassified Or Combined Miscellaneous Foods,1.14,"[890, 1294, 1322, 1321, 1445, 1643, 2445]"
