id,count,code,titel,kurzinfo,signal,erf_date,mut_date,mean_sterne,count_mut,meldung_ids
95,69,F-2020-135,Ultraprocessed food,"Since 1980, scientific literature has reported on the links between the prevalence of certain health conditions and the high consumption of ultra-processed food (see NOVA Klassifikation for definition of ultraprocessed food). The increased consumption of this type of food may be responsible for the increase in incidence of many health conditions such as obesity, type 2 diabetes, hypertension, dyslipidaemia, loss of microbial diversity, dysbiosis, other inflammation-related diseases of the digestive system, increased risk of ischaemic heart disease, coronary heart disease and cancer. Ultra-processed foods have high energy density (energy per volume) and low nutrient density (nutrient per unit energy), making them nutritionally unbalanced. Additives are often used to improve shelf life and taste, and chemical contaminants can result from processing methods. Maximum permitted levels for food additives and contaminants are set to protect consumers, but their cumulative effects are largely unknown.",False,2020-01-06T00:00:00,2024-09-23T07:55:14,1.38,65.0,"[30, 47, 60, 1384, 102, 924, 232, 361, 387, 669, 662, 695, 737, 830, 1050, 1154, 77, 312, 983, 993, 1018, 1445, 66, 885, 1560, 1163, 1606, 1612, 122, 276, 746, 837, 109, 646, 776, 1370, 1459, 1466, 1624, 1712, 1261, 751, 166, 196, 744, 870, 1136, 1198, 1294, 1299, 1408, 1321, 1437, 433, 1476, 363, 1678, 807, 1191, 1705, 290, 472, 1142, 1308, 647, 825, 1009, 1300, 1270]"
51,34,F-2019-083,Surrogate meat and meat alternatives,"The consumption of meat is coming under heightened pressure, be that for religious, environmental or health reasons. Numerous publications have appeared on this topic. But what does this mean in terms of opportunities and risks in terms of food safety?Alternative protein sources, mostly not animal-based, are an upward trend. Increasing interest in vegetarian or vegan diets is only one reason for this development, concerns about the environmental and climate impacts of animal agriculture, as well as the question of how to feed a growing world population in the future, also support the search for alternative protein sources. Here are some examples: Moringa tree: a Thurgau-based company wants to extract protein from the leaves of the Moringa tree and use it for the food and feed industry. Interview in the Tagblatt. (April 2020). Algae directly consumed and processed. Insects directly consumed and processed. Fermentation: see ADURA ID 129 'Animal-free food'.",True,2019-05-27T00:00:00,2024-09-17T06:30:10,1.44,108.0,"[202, 767, 1395, 1159, 1231, 1564, 470, 1202, 1245, 382, 592, 1560, 1710, 1356, 1336, 80, 421, 354, 863, 1223, 1618, 299, 562, 1299, 1285, 989, 1373, 1441, 141, 163, 1504, 1308, 843, 1386]"
233,16,F-2023-016,Social media and food safety risk,"Food and nutrition are popular topics in the media and on social networks. The ubiquity of social media has created new opportunities for qualified or accredited experts from the scientific community to connect with customers and the public. It has also created challenges. Health and wellness gurus, or self-proclaimed experts, use social media platforms to attract attention with compelling narratives, build an audience and influence public opinion by sharing (often) misleading information about food and nutrition. This can result in the perpetuation of misinformation, which not only undermines the proper functioning of democracy, but also diminishes support for science-based or evidence-based policies. In addition, ephemeral types of content that attract the attention of a large audience (trends) can quickly spread across major social media platforms and be replicated by more or less aware users. The use of social media can be both a threat and an opportunity for public health.",True,2023-03-13T13:01:19,2024-09-17T09:01:57,1.25,47.0,"[149, 318, 1565, 1401, 413, 1344, 1370, 790, 1476, 1527, 1665, 291, 1425, 489, 786, 1274]"
150,12,F-2022-298,Artificial sweeteners influence microbiome,"New research shows that common artificial sweeteners can cause previously healthy gut bacteria to become sick and invade the gastrointestinal wall, potentially leading to serious health problems. The study by Shil and Chichger (2021) , published in the International Journal of Molecular Sciences, is the first to show the pathogenic effects of some of the most commonly used artificial sweeteners, saccharin, sucralose and aspartame, on two types of gut bacteria, E. coli (Escherichia coli) and E. faecalis (Enterococcus faecalis). Previous studies have shown that artificial sweeteners can change the number and type of bacteria in the gut, but this new molecular research, led by scientists at Anglia Ruskin University (ARU), has shown that sweeteners can also make the bacteria pathogenic. It was found that these pathogenic bacteria can attach to, invade, and kill Caco-2 cells, the epithelial cells that line the gastrointestinal wall. It is known that bacteria such as E. faecalis that cross the intestinal wall can enter the bloodstream and accumulate in the lymph nodes, liver, and spleen, causing a range of infections including septicaemia. In this new study, it was found that at concentrations equivalent to two cans of diet soft drink, all three artificial sweeteners significantly increased the adhesion of E. coli and E. faecalis to intestinal Caco-2 cells and differentially increased the formation of biofilms (Eurek Alert).The substance D-allulose belongs to the group of simple sugars (monosaccharides).The specific risk of favouring human pathogenic bacteria in the human body by food ingredients is to be considered as a possible ""emerging risk"". Aspartame, an artificial sweetener, has been repeatedly criticised for not being safe. This thesis has been taken up in various studies and examined by means of meta-analyses. The authors Millstone and Dawson conclude that it is premature to call aspartame 'safe' because the studies conducted by the EFSA to assess aspartame are flawed.Concerns are also raised concerning the sweetener D-allulose. The sweetness of D-allulose corresponds to about 70% of the sweeteness of household sugar (sucrose), but leads to a significantly lower calorie intake, which is why the substance is advertised as a sugar substitute. The European Food Safety Authority (EFSA) has yet to issue an opinion on the safety of D-allulose as a novel food. The BfR (German Federal Institute for Risk Assessment) reported that the use of D-allulose as a food ingredient could selectively promote the growth of bacteria of the Klebsiella genus, such as K. pneumoniae, in the human body. From a risk assessment perspective, the extent to which regular consumption of previously uncommon amounts of D-allulose as a novel food will undesirably influence the occurrence of Klebsiella spp. in the human gut microbiome remains to be scientifically determined.",True,2022-05-31T00:00:00,2024-09-12T09:37:48,1.25,27.0,"[648, 1522, 44, 507, 837, 938, 1273, 1251, 69, 200, 323, 1112]"
222,9,F-2023-005,Protein supplements : effects of a (too) high protein diet,"""A high protein intake is great for losing weight, but it's also great for athletes."" With such and similar statements, the importance of proteins in the diet is advertised. At the same time, more and more ""high protein"" foods are available, which - as the name suggests - have a higher protein content than their conventional counterparts. Proteins are essential for many functions in the body. But what are the consequences if the recommended daily intake is chronically exceeded? People who follow this ""high protein"" trend are particularly affected.A chronic excess of protein can have negative consequences in the long term. However, these health risks are only discussed in the specialist literature; the general population is insufficiently informed about them. On the contrary, protein-enriched products are now widely available in shops, and big advertising campaigns by the industry promise health benefits thanks to these (expensive) trendy products. The lack of information about the possible negative effects of too much protein gives the false impression that the ""healthy"" amount of protein is unlimited, in the sense of ""if it doesn't help, it doesn't hurt"".Delimaris et al. (2013) conclude in their article that extra protein is not efficiently utilised by the body and can put a strain on the metabolism of bones, kidneys and liver. According to the authors, there is currently no reasonable scientific basis in the literature for recommending consumption above the RDA for healthy adults (= recommended daily allowance). Disorders of bone and calcium homeostasis, disorders of kidney function, increased risk of cancer, disorders of liver function and accelerated progression of coronary heart disease are mentioned as health risks associated with long-term intake of (too) much protein in humans. Barzel et al. (1998) also describe the effect of over-acidification of the body through excessive protein intake and the associated compensation through bone loss and thus calcium loss.In connection with protein diets for weight reduction, St. Jeor et al. (2001) write that there are no scientific long-term studies that prove the effectiveness and safety of such diets. High-protein diets even prevent the necessary requirements of important vitamins and minerals from being met due to the restriction of certain groups of nutrients. LM groups. Furthermore, there is a general risk - despite ""high protein"" - of a deficiency of essential amino acids if the biological value of the proteins is not taken into account and the foods are combined accordingly.  In summary, the excessive intake of proteins does not represent an acute danger for the Swiss population, but long-term damage is to be expected.",True,2023-01-27T13:00:59,2024-07-29T06:48:44,1.67,18.0,"[1486, 1157, 1224, 263, 262, 739, 499, 546, 291]"
211,9,F-2022-367,Surrogate dairy products,"Vegan nutrition is very much in vogue. Companies are responding to this trend by developing new milk substitutes to replace drinking milk, butter and cheese. To date, there are various milk substitutes with very different compositions. The impact on food safety of foods derived from plants depends on the soil, the agricultural inputs used to grow the source plants, but also on how the plants are harvested, stored, transported and processed. The process engineering methods used to treat and process the proteins are then decisive (FAO, 2021). Plant-based dairy products generally have a greater variety of ingredients than animal products and therefore potentially offer a wide range of sources from which hazards can arise. Compared to dairy products, dairy substitutes occupy a niche position. However, according to the FOAG, their market share in the retail trade is steadily increasing, from 2.7 per cent in 2017 to 4.2 per cent in 2021. Although there are numerous products on the market, only generic approaches for risk assessment of such products can be found. Banach et al. (2022) provide a general overview of potential hazards of alternative proteins for milk substitutes, based on the different protein sources. It shows that such products may be contaminated with pathogens on the market or have led to outbreaks. At present, there are hardly any results from microbiological analyses (monitoring ring data) of such products.",False,2022-10-10T08:40:39,2024-09-17T06:31:21,1.22,39.0,"[43, 119, 1202, 354, 863, 1618, 501, 910, 1308]"
147,9,F-2021-295,Plant-based substitutes - nutrients,"Milk is the main source of iodine in the UK; however, the consumption and popularity of plant-based milk alternatives is increasing. Consumers may be at risk of iodine deficiency as milk alternatives, unless fortified, have low iodine concentrations.Agroscope has also conducted a study on the nutritional quality of plant-based beverages. This revealed major differences in macro- and micronutrient composition compared to cow's milk. Many of the milk alternatives are therefore fortified with micronutrients.",False,2021-07-20T00:00:00,2024-02-26T08:33:16,1.44,9.0,"[43, 982, 1028, 1208, 162, 1029, 354, 142, 989]"
140,8,F-2021-287,Human gut microbiome,"The human gut microbiome is a diversified, resilient, immunostabilised, metabolically active and physiologically essential component of the human body. Scientific investigations have been conducted to explore detailed information on the establishment of the human gut microbiome, the functioning of the microbiome, the succession of the microbiome, factors influencing microbial community dynamics and the role of the gut microbiome in health and disease. Extensive research has suggested microbiome therapeutics as a futuristic medicine for various physiological and metabolic disorders. A comprehensive review of microbial colonisation, host-microbe interactions, microbial adaptation, commensal selection and immune survivability is still required to catalogue the essential genetic and physiological features for commensal engagement. The evolution of a structured human gut microbiome relies on microbial flexibility for genetic, immunological and physiological adaptation in the human gut. The key features for commensalism could be used in the development of a tailored microbiome-based therapy to overcome various physiological and metabolic disorders.The influence of the gut microbiome on human health has come increasingly into focus in recent years. The microbiome in the gut has an important function in the metabolism of food components and chemicals and also serves as a barrier against harmful effects from the environment. The microbiome is a highly diverse community of microorganisms and includes bacteria, archaea, eukaryotes, and viruses. Ongoing studies show that microbiome structure and dynamics can have both a direct (e.g., direct metabolic conversion of chemicals) and indirect (e.g., regulation of gut barrier function) impact on human and animal health. The microbiome structure and dynamics are in turn influenced by external influences, such as food or chemicals. There are now a number of studies showing an effect of additives such as artificial sweeteners or emulsifiers on the microbiome, often resulting in impaired glucose metabolism or gut inflammation (Laudisi et al. 2019, Roca-Saavedra et al. 2018). There is evidence from studies with mice that emulsifiers, for example, can disrupt gut homeostasis and lead to inflammation in the gut (Chassaing et al. 2015). Recent data also show that artificial sweeteners favour horizontal gene transfer in intestinal bacteria and thus promote the spread of antimicrobial resistance genes (Yu et al. 2021).",True,2021-11-16T00:00:00,2024-09-05T16:20:51,1.38,27.0,"[1154, 309, 1459, 1458, 1104, 1321, 1112, 736]"
25,7,F-2019-045,Insects for human consumption,The microbiological safety of insects approved for consumption is the subject of various studies. These products are relatively new on the market and corresponding experience is lacking.,False,2019-01-31T00:00:00,2024-06-25T07:16:04,1.57,22.0,"[169, 322, 1271, 1525, 1069, 963, 1386]"
8,7,F-2018-024,Microplastics,"Microplastics are ubiquitous in various bodies of water. It is estimated that 4.8-12.7 million tonnes of plastic entered the oceans in 2010. Plastic pollution is classified as an emerging risk and poses a global threat to marine ecosystems. Various studies (and subsequent media reports) report contamination of microplastics in table salt and drinking water. The amounts vary, but there is agreement that microplastics are found in table salt in different countries. Inorganic and organic particles can adhere to microplastics, which are then absorbed by the human body through consumption of contaminated salt. In addition, various types of plastic contain plasticisers, which can have a negative impact on health.",True,2018-09-25T00:00:00,2024-09-30T08:28:10,1.29,48.0,"[295, 310, 1030, 453, 1362, 1235, 1314]"
